time,open,high,low,close,tick_volume,spread,real_volume
2021-05-21 06:00:00,1.22334,1.22335,1.22314,1.22323,148.0,9.0,0.0
2021-05-21 06:05:00,1.22323,1.2233,1.2231,1.22312,113.0,9.0,0.0
2021-05-21 06:10:00,1.22312,1.22321,1.2231,1.22312,104.0,9.0,0.0
2021-05-21 06:15:00,1.22312,1.22335,1.2231,1.22328,132.0,10.0,0.0
2021-05-21 06:20:00,1.22327,1.22342,1.22323,1.22336,98.0,9.0,0.0
2021-05-21 06:25:00,1.22335,1.22337,1.22317,1.2233,160.0,8.0,0.0
2021-05-21 06:30:00,1.2233100000000001,1.22338,1.22323,1.22328,99.0,9.0,0.0
2021-05-21 06:35:00,1.22328,1.22337,1.22323,1.22337,93.0,9.0,0.0
2021-05-21 06:40:00,1.22337,1.22339,1.22327,1.22328,99.0,9.0,0.0
2021-05-21 06:45:00,1.22328,1.22329,1.22317,1.22317,99.0,9.0,0.0
2021-05-21 06:50:00,1.22317,1.22326,1.22312,1.22323,76.0,9.0,0.0
2021-05-21 06:55:00,1.22322,1.22336,1.22312,1.22335,67.0,9.0,0.0
2021-05-21 07:00:00,1.22335,1.22335,1.22318,1.22321,70.0,8.0,0.0
2021-05-21 07:05:00,1.2232,1.2233100000000001,1.22318,1.22321,61.0,9.0,0.0
2021-05-21 07:10:00,1.22321,1.2233100000000001,1.22321,1.22327,85.0,9.0,0.0
2021-05-21 07:15:00,1.22327,1.2233,1.2232,1.22328,58.0,9.0,0.0
2021-05-21 07:20:00,1.22328,1.22337,1.22325,1.22329,135.0,9.0,0.0
2021-05-21 07:25:00,1.22329,1.22348,1.22329,1.22347,99.0,8.0,0.0
2021-05-21 07:30:00,1.22346,1.2235800000000001,1.22343,1.22355,122.0,8.0,0.0
2021-05-21 07:35:00,1.22357,1.2235800000000001,1.22345,1.22347,86.0,9.0,0.0
2021-05-21 07:40:00,1.22348,1.22348,1.22336,1.22336,48.0,9.0,0.0
2021-05-21 07:45:00,1.22336,1.22349,1.22334,1.22336,74.0,8.0,0.0
2021-05-21 07:50:00,1.22336,1.22354,1.22336,1.22352,88.0,9.0,0.0
2021-05-21 07:55:00,1.22352,1.22354,1.22339,1.2234,76.0,9.0,0.0
2021-05-21 08:00:00,1.22342,1.22382,1.22342,1.2238,139.0,8.0,0.0
2021-05-21 08:05:00,1.22379,1.22383,1.22367,1.22374,68.0,9.0,0.0
2021-05-21 08:10:00,1.22374,1.2238,1.22357,1.22379,79.0,8.0,0.0
2021-05-21 08:15:00,1.22379,1.22379,1.22375,1.22377,29.0,9.0,0.0
2021-05-21 08:20:00,1.22377,1.22379,1.22352,1.22354,84.0,8.0,0.0
2021-05-21 08:25:00,1.22356,1.22374,1.22356,1.22372,80.0,8.0,0.0
2021-05-21 08:30:00,1.22371,1.22374,1.2235800000000001,1.22363,87.0,8.0,0.0
2021-05-21 08:35:00,1.22363,1.22365,1.22342,1.22342,86.0,8.0,0.0
2021-05-21 08:40:00,1.22342,1.22362,1.2234099999999999,1.22354,113.0,8.0,0.0
2021-05-21 08:45:00,1.22354,1.22359,1.2233100000000001,1.22338,124.0,7.0,0.0
2021-05-21 08:50:00,1.22338,1.22362,1.22338,1.22359,147.0,9.0,0.0
2021-05-21 08:55:00,1.22359,1.22362,1.22345,1.22349,108.0,9.0,0.0
2021-05-21 09:00:00,1.2235,1.2241,1.22344,1.22399,276.0,8.0,0.0
2021-05-21 09:05:00,1.22399,1.22404,1.2238,1.22383,182.0,7.0,0.0
2021-05-21 09:10:00,1.22384,1.22384,1.22369,1.2237,145.0,9.0,0.0
2021-05-21 09:15:00,1.2237,1.22382,1.22365,1.2236799999999999,129.0,8.0,0.0
2021-05-21 09:20:00,1.2236799999999999,1.22378,1.22359,1.22366,130.0,8.0,0.0
2021-05-21 09:25:00,1.22366,1.22366,1.22326,1.22329,185.0,8.0,0.0
2021-05-21 09:30:00,1.22325,1.22336,1.22288,1.22289,243.0,7.0,0.0
2021-05-21 09:35:00,1.22288,1.2229700000000001,1.22263,1.22267,286.0,7.0,0.0
2021-05-21 09:40:00,1.22267,1.22267,1.2223600000000001,1.22257,273.0,8.0,0.0
2021-05-21 09:45:00,1.22257,1.22269,1.2224,1.22252,276.0,8.0,0.0
2021-05-21 09:50:00,1.22252,1.22263,1.22241,1.22263,251.0,8.0,0.0
2021-05-21 09:55:00,1.22262,1.22287,1.22258,1.22272,264.0,8.0,0.0
2021-05-21 10:00:00,1.2227000000000001,1.2236,1.22266,1.22347,500.0,8.0,0.0
2021-05-21 10:05:00,1.22347,1.22351,1.22285,1.22289,340.0,8.0,0.0
2021-05-21 10:10:00,1.22288,1.22295,1.22224,1.22295,460.0,7.0,0.0
2021-05-21 10:15:00,1.22305,1.2237,1.22278,1.2230699999999999,793.0,7.0,0.0
2021-05-21 10:20:00,1.2230699999999999,1.22342,1.22289,1.22337,325.0,7.0,0.0
2021-05-21 10:25:00,1.22338,1.22349,1.22302,1.22305,254.0,9.0,0.0
2021-05-21 10:30:00,1.22305,1.22305,1.22171,1.22192,847.0,8.0,0.0
2021-05-21 10:35:00,1.22192,1.22228,1.22156,1.22162,463.0,7.0,0.0
2021-05-21 10:40:00,1.22162,1.22162,1.22121,1.2214800000000001,508.0,7.0,0.0
2021-05-21 10:45:00,1.22144,1.22147,1.2211,1.22119,429.0,7.0,0.0
2021-05-21 10:50:00,1.22119,1.22161,1.22113,1.22153,286.0,7.0,0.0
2021-05-21 10:55:00,1.22153,1.22179,1.22144,1.2217500000000001,264.0,8.0,0.0
2021-05-21 11:00:00,1.2217500000000001,1.22206,1.22153,1.22154,348.0,8.0,0.0
